sample length
ERX1048151 710
ERX1048152 710
ERX1048158 710
ERX1048160 710
ERX1048163 3456
ERX1048163 710
ERX1048165 710
ERX1048169 710
ERX1048171 710
ERX1048173 710
ERX1048174 710
ERX1048177 3456
ERX1048177 710
ERX1048182 710
ERX1048184 710
ERX1048188 710
ERX1048192 4441
ERX1048192 710
ERX1048196 2482
ERX1048200 710
ERX1048202 2482
ERX1048206 710
ERX1048210 710
ERX1048212 1118
ERX1048216 710
ERX1048218 747
ERX1048222 747
ERX1048224 710
ERX1048225 747
ERX1048227 747
ERX1048228 747
ERX1048231 710
ERX1048233 4447
ERX1048233 747
ERX1048235 710
ERX1048240 3455
ERX1048240 710
ERX1048246 710
ERX1048247 710
ERX1048249 710
ERX1048266 710
ERX1048272 710
ERX1048277 710
ERX1048280 747
ERX1048281 710
ERX1048284 710
ERX1048287 4441
ERX1048287 710
ERX1048294 710
ERX105403 3952
ERX105408 419
ERX105420 4462
ERX105422 710
ERX1086497 4447
ERX1086498 4447
ERX1086501 4106
ERX1086501 710
ERX1086705 710
ERX1086706 710
ERX1086707 710
ERX1086708 710
ERX1086710 747
ERX1086716 710
ERX1086721 710
ERX1086722 710
ERX1086724 3455
ERX1086724 710
ERX1086729 747
ERX1086730 3459
ERX1086730 694
ERX1086731 3423
ERX1086731 710
ERX1086733 747
ERX1086740 747
ERX1086741 747
ERX1086742 710
ERX1086743 710
ERX1086746 747
ERX1086749 710
ERX1086752 710
ERX1086753 710
ERX1086754 710
ERX1086756 710
ERX1086757 3455
ERX1086757 710
ERX1086760 747
ERX1086763 747
ERX1086764 710
ERX1086770 710
ERX1086773 1212
ERX1086777 3423
ERX1086777 710
ERX1086778 747
ERX1086779 747
ERX1086784 3456
ERX1086784 710
ERX1086786 3830
ERX1086788 710
ERX1086789 4441
ERX1086789 710
ERX1086792 710
ERX1086794 3423
ERX1086794 710
ERX1086800 710
ERX1086809 747
ERX1086810 3456
ERX1086810 710
ERX1086811 747
ERX1086812 710
ERX1086814 710
ERX1086816 3456
ERX1086816 710
ERX1086820 710
ERX1086821 710
ERX1086829 710
ERX1086830 710
ERX1086835 1760
ERX1086835 995
ERX1086836 2482
ERX1086840 710
ERX1086843 747
ERX1086850 710
ERX1086851 747
ERX1086852 710
ERX1086856 710
ERX1086859 710
ERX1086861 3423
ERX1086861 710
ERX1096228 710
ERX1096233 710
ERX1098100 710
ERX1098118 1848
ERX1098118 2561
ERX1098118 417
ERX1098176 4441
ERX1100996 2808
ERX1100996 593
ERX1101003 4445
ERX1101011 160
ERX1101023 4441
ERX1103517 4460
ERX1103518 3869
ERX1103519 3869
ERX1103520 3869
ERX1103521 4455
ERX1103521 72
ERX1103523 3869
ERX1103525 2660
ERX1103526 2660
ERX1103526 72
ERX1103527 4456
ERX1103527 72
ERX1103528 2660
ERX1103529 2660
ERX1103530 2660
ERX1103531 3869
ERX1103532 3869
ERX1103533 2660
ERX1103534 2660
ERX1103534 72
ERX1103535 2660
ERX1103536 710
ERX110353 747
ERX1103537 710
ERX1103538 2660
ERX1103540 2660
ERX1103550 4455
ERX1103550 72
ERX1103551 4455
ERX1103551 72
ERX1103554 4455
ERX1103554 72
ERX1103557 4455
ERX1103557 72
ERX1103558 4455
ERX1103559 4456
ERX1103559 72
ERX1103560 1332
ERX1103561 1332
ERX1103562 1332
ERX1103563 4455
ERX1103563 72
ERX1103564 4461
ERX1103565 4455
ERX1103565 72
ERX1103566 2660
ERX1103567 2660
ERX1103570 1332
ERX1103570 3747
ERX1103572 4460
ERX1103574 4455
ERX1103574 72
ERX1103575 4455
ERX1103575 72
ERX1103577 4460
ERX1103581 4455
ERX1103581 72
ERX1103582 4455
ERX1103582 72
ERX1103583 4460
ERX1103584 4455
ERX1103584 72
ERX1103585 4461
ERX1103586 4461
ERX1103587 4455
ERX1103587 72
ERX1103592 4457
ERX1103592 72
ERX1103593 4457
ERX1103593 72
ERX1103594 4457
ERX1103594 72
ERX1103597 4457
ERX1103597 72
ERX1103598 4455
ERX1103598 72
ERX1103599 4457
ERX1103599 72
ERX1103601 4455
ERX1103601 72
ERX1103602 4455
ERX1103602 72
ERX1103604 4455
ERX1103604 72
ERX1103605 2660
ERX1103606 2660
ERX1103609 2660
ERX1103610 2660
ERX1103612 4455
ERX1103612 72
ERX1103614 2801
ERX1103615 2801
ERX1103620 4446
ERX1103621 4446
ERX1103622 2660
ERX1103627 4455
ERX1103627 72
ERX1103628 4455
ERX1103628 72
ERX1103629 4455
ERX1103629 72
ERX1103630 4455
ERX1103630 72
ERX1103632 2660
ERX1103633 2660
ERX1103634 4455
ERX1103634 72
ERX1103638 4457
ERX1103638 72
ERX1103639 4456
ERX1103639 72
ERX1103641 1332
ERX1103643 1332
ERX1103643 3747
ERX1103644 1332
ERX1103644 4455
ERX1103644 72
ERX1103647 4458
ERX1103648 4455
ERX1103648 72
ERX1103649 4455
ERX1103649 72
ERX1103650 2660
ERX1103651 4455
ERX1103651 72
ERX1103652 4455
ERX1103652 72
ERX1103653 4455
ERX1103653 72
ERX1103656 4455
ERX1103656 72
ERX1103659 2002
ERX1103659 3747
ERX1103659 72
ERX1103662 2660
ERX1103663 2660
ERX1103664 4455
ERX1103664 72
ERX1103665 4455
ERX1103665 72
ERX1103666 4455
ERX1103666 72
ERX1103673 4455
ERX1103673 72
ERX1103674 1332
ERX1103675 4455
ERX1103675 72
ERX1103676 2660
ERX1103677 1332
ERX110367 747
ERX1103678 4455
ERX1103678 72
ERX1103679 4456
ERX1103679 72
ERX1103680 2660
ERX1103681 72
ERX1103686 4456
ERX1103686 72
ERX1103687 4458
ERX1103687 72
ERX1103690 4457
ERX1103690 72
ERX1103691 4455
ERX1103691 72
ERX1103692 4455
ERX1103692 72
ERX1103693 2660
ERX1103694 4457
ERX1103694 72
ERX1103695 4455
ERX1103695 72
ERX1103696 2660
ERX110369 710
ERX1103697 4456
ERX1103697 72
ERX1103705 4457
ERX1103705 72
ERX1103707 1332
ERX1103707 3747
ERX1103708 3747
ERX1103709 1332
ERX1103709 3747
ERX1103710 2660
ERX1103713 2660
ERX1103714 4455
ERX1103714 72
ERX1103716 4455
ERX1103716 72
ERX1103718 4455
ERX1103718 72
ERX1103719 2660
ERX1103720 2660
ERX1103721 2660
ERX1103722 1332
ERX1103722 3747
ERX1103723 2660
ERX1103724 4455
ERX1103724 72
ERX1103731 4455
ERX1103731 72
ERX1103732 4441
ERX1103733 4460
ERX1103734 4457
ERX1103734 72
ERX110373 523
ERX1103736 1332
ERX1103736 4455
ERX1103738 4455
ERX1103738 72
ERX1103739 4455
ERX1103739 72
ERX1103740 4455
ERX1103740 72
ERX110376 4441
ERX110376 710
ERX110379 747
ERX110381 4441
ERX110381 710
ERX110382 710
ERX110388 710
ERX110392 4441
ERX110393 4441
ERX110413 3006
ERX110420 2954
ERX110420 419
ERX110423 710
ERX110428 2796
ERX110630 4441
ERX110630 747
ERX110631 747
ERX110632 710
ERX110633 710
ERX110634 710
ERX110635 4447
ERX110635 710
ERX110636 710
ERX110637 710
ERX110638 710
ERX110639 710
ERX110640 710
ERX110641 710
ERX110642 710
ERX110643 710
ERX110644 710
ERX110645 710
ERX110646 710
ERX110647 710
ERX110649 747
ERX110650 710
ERX110651 710
ERX110652 710
ERX110653 710
ERX110654 710
ERX110655 710
ERX110656 710
ERX110657 710
ERX110658 710
ERX110659 747
ERX110660 710
ERX110661 710
ERX110662 710
ERX110663 710
ERX110664 710
ERX110665 710
ERX110666 710
ERX110667 710
ERX110668 710
ERX110669 710
ERX110670 710
ERX110670 869
ERX110671 710
ERX110671 869
ERX110672 710
ERX110673 710
ERX110676 747
ERX110677 747
ERX110678 710
ERX110679 710
ERX110680 710
ERX110681 710
ERX110682 710
ERX110683 710
ERX110684 710
ERX110685 710
ERX110686 710
ERX110687 710
ERX110688 747
ERX110689 747
ERX110690 710
ERX110691 710
ERX110692 710
ERX110693 710
ERX110694 710
ERX110695 747
ERX110696 710
ERX110697 710
ERX110698 710
ERX110700 4441
ERX110700 710
ERX110701 710
ERX110702 710
ERX110703 747
ERX110704 747
ERX110705 710
ERX110706 710
ERX110707 710
ERX110708 710
ERX110709 4441
ERX110709 710
ERX110710 710
ERX110711 710
ERX110712 710
ERX110713 710
ERX110714 710
ERX110715 4441
ERX110715 710
ERX110716 710
ERX110717 710
ERX110718 710
ERX110719 710
ERX110720 710
ERX110721 710
ERX110722 4441
ERX110722 710
ERX110723 710
ERX110724 710
ERX110725 710
ERX110726 710
ERX110727 710
ERX110728 710
ERX110729 710
ERX110730 747
ERX110731 710
ERX110732 710
ERX110733 710
ERX110734 747
ERX110735 747
ERX110736 710
ERX110737 710
ERX110738 710
ERX110739 710
ERX110740 710
ERX110741 710
ERX110742 710
ERX110743 710
ERX110745 710
ERX110746 747
ERX110747 710
ERX110748 710
ERX110749 710
ERX110750 710
ERX110751 710
ERX110752 747
ERX110753 710
ERX110755 710
ERX110756 710
ERX110759 710
ERX110760 710
ERX110761 747
ERX110762 710
ERX110763 710
ERX110764 710
ERX110765 710
ERX110766 710
ERX110767 710
ERX110768 710
ERX110769 710
ERX110772 710
ERX110773 710
ERX110774 710
ERX110775 710
ERX110776 747
ERX110777 747
ERX110778 710
ERX110779 710
ERX110780 710
ERX110781 710
ERX110782 710
ERX110783 710
ERX110784 710
ERX110785 710
ERX110786 710
ERX110787 747
ERX110788 710
ERX110789 747
ERX110790 747
ERX110791 710
ERX110792 710
ERX110793 710
ERX110794 710
ERX110796 710
ERX110797 710
ERX110798 3772
ERX110798 710
ERX110799 3772
ERX110799 710
ERX110800 710
ERX110801 710
ERX110802 710
ERX110803 710
ERX110804 710
ERX110805 710
ERX110806 710
ERX110807 747
ERX110808 710
ERX110809 710
ERX110810 747
ERX110811 710
ERX110812 3772
ERX110812 710
ERX110813 3772
ERX110813 710
ERX110814 3772
ERX110814 710
ERX110815 710
ERX110817 710
ERX110818 710
ERX110819 710
ERX110820 747
ERX110821 710
ERX110822 710
ERX110823 747
ERX110824 710
ERX110825 747
ERX110826 710
ERX110827 747
ERX110828 710
ERX110829 710
ERX110830 710
ERX110831 710
ERX110832 710
ERX110833 710
ERX110834 747
ERX110835 710
ERX110836 710
ERX110837 747
ERX110838 710
ERX110839 710
ERX110840 747
ERX110841 747
ERX110844 747
ERX110845 710
ERX110846 747
ERX110847 747
ERX110848 4452
ERX110848 747
ERX110849 747
ERX110850 710
ERX110851 710
ERX110851 869
ERX110852 710
ERX110852 869
ERX110853 710
ERX110854 710
ERX110855 710
ERX110856 747
ERX110857 710
ERX110858 3772
ERX110858 710
ERX110859 710
ERX110860 710
ERX110861 710
ERX110862 747
ERX110863 710
ERX110864 710
ERX110865 710
ERX110865 869
ERX110866 710
ERX110868 710
ERX110869 710
ERX110870 747
ERX110871 710
ERX110872 710
ERX110873 710
ERX110874 710
ERX110875 710
ERX110876 710
ERX110877 710
ERX110877 869
ERX110878 710
ERX110879 710
ERX110880 710
ERX110881 710
ERX110883 3772
ERX110883 710
ERX110884 710
ERX110885 710
ERX110886 710
ERX110887 710
ERX110888 710
ERX110890 747
ERX110891 710
ERX110892 710
ERX110893 747
ERX1114445 3747
ERX1114446 710
ERX1114447 160
ERX1114447 710
ERX1114449 3455
ERX1114449 710
ERX1114451 710
ERX1114452 710
ERX1114457 747
ERX1114458 160
ERX1114458 710
ERX1114461 4441
ERX1114461 710
ERX1114462 710
ERX1114470 710
ERX1114471 747
ERX1114474 3455
ERX1114474 710
ERX1114475 3455
ERX1114475 710
ERX1114480 710
ERX1114481 3422
ERX1114481 710
ERX1114488 747
ERX1114490 710
ERX1114492 710
ERX1114493 710
ERX1114494 710
ERX1114496 2482
ERX1114497 710
ERX1114499 710
ERX1114504 710
ERX1114509 710
ERX1114511 710
ERX1114515 710
ERX1114516 3459
ERX1114516 710
ERX1114517 710
ERX1114519 3456
ERX1114519 710
ERX1114523 710
ERX1114527 710
ERX1114537 710
ERX1114539 3459
ERX1114539 710
ERX1114542 2482
ERX1114546 160
ERX1114546 710
ERX1114551 710
ERX1114555 710
ERX1114556 4441
ERX1114556 710
ERX1114557 710
ERX1114558 710
ERX1114560 747
ERX1114562 710
ERX1114565 710
ERX1114566 710
ERX1114568 3460
ERX1114568 710
ERX1114574 710
ERX1114575 747
ERX1114576 3422
ERX1114576 710
ERX1114583 710
ERX1114587 710
ERX1114596 160
ERX1114596 710
ERX1114599 4441
ERX1114599 747
ERX1114602 160
ERX1114602 710
ERX1114610 4448
ERX1114613 1112
ERX1114613 3939
ERX1114613 757
ERX1120208 710
ERX1120213 710
ERX1120214 710
ERX1120224 710
ERX1120225 747
ERX1120226 1285
ERX1120231 2126
ERX1120231 582
ERX1120236 835
ERX1120237 710
ERX1120245 4506
ERX1120257 710
ERX1120261 4450
ERX1120261 710
ERX1120264 710
ERX1120265 747
ERX1120272 710
ERX1120289 710
ERX1120291 4456
ERX1120305 4417
ERX1120308 710
ERX1120310 710
ERX1120311 710
ERX1120315 710
ERX1120316 339
ERX1120316 4443
ERX1120316 488
ERX1120317 710
ERX1120318 710
ERX1120322 710
ERX1120323 3422
ERX1120323 747
ERX1120324 1332
ERX1120327 710
ERX1120329 747
ERX1120331 747
ERX1120337 1365
ERX1120341 710
ERX1120342 4461
ERX1120343 710
ERX1120349 4450
ERX1120349 710
ERX1120353 747
ERX1120355 710
ERX1120356 710
ERX1120358 341
ERX1120358 488
ERX1120365 710
ERX1120368 4441
ERX1120370 4455
ERX1120370 747
ERX1120371 710
ERX1120373 710
ERX1120376 4441
ERX1120376 747
ERX1120377 4445
ERX1120377 710
ERX1120378 710
ERX1120381 710
ERX1120382 710
ERX1120383 710
ERX1120384 4456
ERX1120391 710
ERX1120401 710
ERX1120414 710
ERX1120415 747
ERX1120419 747
ERX1120432 747
ERX1120448 710
ERX1120450 710
ERX1120456 4441
ERX1120457 4441
ERX1120458 747
ERX1120477 710
ERX1120479 710
ERX1120482 747
ERX1120488 1424
ERX1120491 1057
ERX1120491 710
ERX1120493 1057
ERX1120493 710
ERX1120500 710
ERX1120502 710
ERX1120503 4446
ERX1120503 710
ERX1120505 4445
ERX1120505 710
ERX1120522 710
ERX1120533 4441
ERX1120533 710
ERX1120534 710
ERX1120542 710
ERX1120564 710
ERX1120568 1364
ERX1120573 4457
ERX1120576 1367
ERX1120583 4441
ERX1120583 747
ERX1120587 747
ERX1120588 710
ERX1120625 4461
ERX1120635 1332
ERX1120639 4463
ERX1120648 4395
ERX1126761 2660
ERX1126762 2660
ERX1126765 2660
ERX1126765 61
ERX1126765 72
ERX1126766 2660
ERX1126767 2660
ERX1126767 72
ERX1126768 2660
ERX1126768 72
ERX1126771 2660
ERX1126772 2660
ERX1126772 61
ERX1126772 72
ERX1126773 2660
ERX1126773 61
ERX1126773 72
ERX1126774 2660
ERX1126774 61
ERX1126774 72
ERX1126775 2660
ERX1126775 61
ERX1126775 72
ERX1126776 72
ERX1126777 61
ERX1126777 72
ERX1126778 2660
ERX1126778 61
ERX1126778 72
ERX1126779 2660
ERX1126779 61
ERX1126779 72
ERX1126780 2660
ERX1126780 61
ERX1126780 72
ERX1126781 2660
ERX1126781 61
ERX1126781 72
ERX1126782 2660
ERX1126782 61
ERX1126782 72
ERX1126783 2660
ERX1126783 61
ERX1126783 72
ERX1126786 2660
ERX1126789 61
ERX1126789 72
ERX1126790 2660
ERX1126790 61
ERX1126790 72
ERX1126792 2660
ERX1126793 2660
ERX1126793 72
ERX1126794 2660
ERX1126795 4456
ERX1126795 72
ERX1126796 4456
ERX1126796 72
ERX1126797 2660
ERX1126798 2660
ERX1126799 2660
ERX1126800 2660
ERX1126802 4455
ERX1126802 72
ERX1126803 4455
ERX1126803 72
ERX1126804 2660
ERX1126805 4455
ERX1126805 72
ERX1126807 4456
ERX1126808 4453
ERX1126808 72
ERX1126812 2660
ERX1126813 4455
ERX1126813 72
ERX1126814 2660
ERX1126821 4455
ERX1126821 72
ERX1126822 72
ERX1126823 2660
ERX1126825 2660
ERX1126828 4455
ERX1126828 72
ERX1126829 4455
ERX1126829 72
ERX1126830 4455
ERX1126830 72
ERX1126833 4456
ERX1126833 72
ERX1126834 72
ERX1126835 2660
ERX1126836 2660
ERX1126839 2660
ERX1126840 4455
ERX1126840 72
ERX1126842 4456
ERX1126842 72
ERX1130800 4455
ERX1130801 4455
ERX1130802 4455
ERX1130803 4455
ERX1130804 4455
ERX1130804 821
ERX1130805 4455
ERX1130806 4457
ERX1130806 821
ERX113320 4441
ERX113320 710
ERX113321 1332
ERX113321 710
ERX113322 710
ERX113323 710
ERX113324 747
ERX113325 710
ERX113326 710
ERX113327 710
ERX113328 710
ERX113329 710
ERX113330 710
ERX113331 710
ERX113332 710
ERX113333 710
ERX113334 4397
ERX113334 710
ERX113335 4441
ERX113335 710
ERX113336 710
ERX113337 710
ERX113338 710
ERX113339 710
ERX113340 710
ERX113341 710
ERX113342 710
ERX113343 710
ERX113344 710
ERX113345 710
ERX113346 4441
ERX113346 710
ERX113347 710
ERX113348 710
ERX113349 710
ERX113350 4441
ERX113350 710
ERX113351 747
ERX113352 710
ERX113353 710
ERX113354 747
ERX113355 710
ERX113356 710
ERX113357 710
ERX113358 710
ERX113359 710
ERX113360 710
ERX113361 710
ERX113362 710
ERX113363 710
ERX113364 710
ERX113365 710
ERX113366 710
ERX113367 710
ERX113368 710
ERX113369 710
ERX113370 710
ERX113371 710
ERX113372 710
ERX113373 710
ERX113374 710
ERX113375 710
ERX113376 710
ERX113377 710
ERX113378 710
ERX113379 710
ERX113380 710
ERX113382 710
ERX113383 710
ERX113384 710
ERX113385 710
ERX113386 747
ERX113387 710
ERX113388 710
ERX113389 710
ERX113390 160
ERX113390 747
ERX113391 710
ERX113392 710
ERX113393 747
ERX113394 710
ERX113395 710
ERX113396 747
ERX113397 710
ERX113398 710
ERX113399 1173
ERX113399 710
ERX113400 710
ERX113401 710
ERX113402 1248
ERX113402 2693
ERX113402 61
ERX113402 710
ERX113403 710
ERX113404 4360
ERX113404 710
ERX113405 4441
ERX113405 710
ERX113406 710
ERX113407 710
ERX113408 710
ERX113409 1173
ERX113409 710
ERX113410 710
ERX113411 710
ERX113412 747
ERX113413 710
ERX113414 4441
ERX113414 747
ERX113924 710
ERX113925 710
ERX113926 710
ERX113927 710
ERX113928 4441
ERX113928 710
ERX113929 4441
ERX113929 710
ERX113930 710
ERX113931 710
ERX113932 747
ERX113933 710
ERX113934 710
ERX113935 710
ERX113936 710
ERX113937 710
ERX113938 710
ERX113939 710
ERX113940 710
ERX113941 1027
ERX113941 710
ERX113943 710
ERX113944 710
ERX113945 710
ERX113946 710
ERX113947 710
ERX113948 747
ERX113949 710
ERX113950 710
ERX113951 710
ERX113952 747
ERX113953 747
ERX113954 710
ERX113955 710
ERX113957 710
ERX113958 747
ERX113959 747
ERX113960 710
ERX113961 710
ERX113962 710
ERX113963 710
ERX113964 710
ERX113965 710
ERX113966 710
ERX113967 710
ERX113970 710
ERX113971 710
ERX113972 710
ERX113973 747
ERX113974 710
ERX113975 747
ERX113976 710
ERX113976 903
ERX113977 710
ERX113978 710
ERX113979 710
ERX113980 710
ERX113981 1332
ERX113981 710
ERX113982 710
ERX113983 710
ERX113984 710
ERX113985 747
ERX113986 710
ERX113987 710
ERX113988 710
ERX113989 710
ERX113990 710
ERX113991 710
ERX113992 710
ERX113994 710
ERX113995 710
ERX113996 710
ERX113997 710
ERX113998 710
ERX113999 710
ERX114000 710
ERX114001 710
ERX114002 710
ERX114003 710
ERX114004 710
ERX114005 710
ERX114006 710
ERX114007 710
ERX114008 710
ERX114009 710
ERX114010 747
ERX114011 710
ERX114012 710
ERX114013 4447
ERX114013 710
ERX114014 4447
ERX114014 710
ERX114015 4447
ERX114015 710
ERX114016 710
ERX114017 710
ERX114018 747
ERX114019 710
ERX1143771 4446
ERX1143773 4446
ERX1143863 710
ERX1149522 4460
ERX1149523 4456
ERX1149523 72
ERX1149524 4456
ERX1149524 72
ERX1149525 4456
ERX1149525 72
ERX1149531 4455
ERX1149531 72
ERX1149533 4456
ERX1149533 72
ERX1149534 4455
ERX1149534 72
ERX1149537 4456
ERX1149537 72
ERX1149540 4460
ERX1149541 2660
ERX1149542 4460
ERX1149545 1332
ERX1149546 1332
ERX1149547 4460
ERX1149548 2660
ERX1149550 4461
ERX1149551 4455
ERX1149551 72
ERX1149552 2660
ERX1149553 1332
ERX1149555 4455
ERX1149555 72
ERX1149556 4455
ERX1149556 72
ERX1149558 4455
ERX1149558 72
ERX1149559 4455
ERX1149559 72
ERX1149560 4455
ERX1149560 72
ERX1149564 747
ERX1149566 4455
ERX1149566 72
ERX1149567 4455
ERX1149567 72
ERX1149571 4460
ERX1149973 4441
ERX1149974 4441
ERX1149975 1076
ERX1149976 4441
ERX1149978 4441
ERX1149981 4441
ERX1149982 4441
ERX1149983 1285
ERX1149983 2452
ERX1149984 4441
ERX1149986 4441
ERX1149989 4441
ERX1149990 4441
ERX1149993 4441
ERX1149994 4441
ERX1149995 4441
ERX1149997 2452
ERX1149998 4441
ERX1150000 4442
ERX1150000 710
ERX1150001 710
ERX1150002 4441
ERX1150004 4441
ERX1150005 4441
ERX1150008 173
ERX1150009 4441
ERX1150010 4441
ERX1150013 4441
ERX1150014 4441
ERX1150016 72
ERX1150017 4206
ERX1150018 4441
ERX1150021 1285
ERX1150021 2453
ERX1150023 4441
ERX1150024 4441
ERX1150026 2378
ERX1150026 4504
ERX1150027 4441
ERX1150028 4413
ERX1150029 4439
ERX1150030 4441
ERX1150033 4442
ERX1150036 4441
ERX1150038 4365
ERX1150040 4506
ERX1150041 4441
ERX1150043 72
ERX1150044 4441
ERX1150046 4441
ERX1150048 4441
ERX1150049 4441
ERX1150050 4441
ERX1150051 4441
ERX1150052 1352
ERX1150052 4441
ERX1150053 4444
ERX1150055 4441
ERX1150056 4441
ERX1150057 1057
ERX1150057 2454
ERX1150057 2708
ERX1150059 2452
ERX1150060 4441
ERX1150061 4442
ERX1150062 4441
ERX1150064 4441
ERX1150064 710
ERX1150065 1171
ERX1150066 4441
ERX1150067 1123
ERX1150067 2783
ERX1150068 4441
ERX1150069 4441
ERX1150072 4442
ERX1150073 4441
ERX1150074 1011
ERX1150074 4441
ERX1150074 710
ERX1150075 4441
ERX1150078 4441
ERX1150082 4441
ERX1150083 4307
ERX1150085 4441
ERX1150086 4441
ERX1150087 710
ERX1150088 4441
ERX1150089 4441
ERX1150090 4441
ERX1150091 4444
ERX1150092 4444
ERX1150093 4444
ERX1150094 4441
ERX1150097 4442
ERX1150098 4444
ERX1150100 4441
ERX1150102 3949
ERX1150104 4441
ERX1150105 4441
ERX1150107 1285
ERX1150108 3747
ERX1150109 3657
ERX1150112 4441
ERX1150113 4441
ERX1150113 710
ERX1150114 4441
ERX1150115 4441
ERX1150116 1303
ERX1150116 3747
ERX1150117 1303
ERX1150117 3747
ERX1150118 4441
ERX1150119 4504
ERX1150121 4441
ERX1150122 4441
ERX1150123 3747
ERX1150125 4441
ERX1150126 4441
ERX1150127 4442
ERX1150127 710
ERX1150129 4441
ERX1150130 4441
ERX1150132 1183
ERX1150132 4444
ERX1150133 4441
ERX1150134 4441
ERX1150138 4441
ERX1150139 4444
ERX1150141 4441
ERX1150142 2378
ERX1150142 4506
ERX1150143 4441
ERX1150143 710
ERX1150146 4444
ERX1150147 4441
ERX1150149 4441
ERX1150150 4450
ERX1150151 4441
ERX1150152 3946
ERX1150153 4441
ERX1150156 4441
ERX1150157 4441
ERX1150157 710
ERX1150159 4441
ERX1150160 3946
ERX1150161 2452
ERX1150163 2452
ERX1150165 1303
ERX1150165 3132
ERX1150167 3946
ERX1150169 2452
ERX1150172 3946
ERX1150173 747
ERX1150177 2391
ERX1150177 4504
ERX1150179 747
ERX1150181 4441
ERX1150182 4441
ERX1150183 4441
ERX1150185 1213
ERX1150185 1305
ERX1150185 3170
ERX1150187 4441
ERX1150187 710
ERX1150188 4441
ERX1150189 4441
ERX1150190 4441
ERX1150191 710
ERX1150192 4459
ERX1150193 4441
ERX1150194 4441
ERX1150195 2036
ERX1150195 4441
ERX1150196 4441
ERX1150197 710
ERX1150198 4441
ERX1150200 4441
ERX1150203 2128
ERX1150203 4441
ERX1150204 1243
ERX1150205 4441
ERX1150206 2378
ERX1150207 4441
ERX1150210 4444
ERX1150212 4441
ERX1150216 4444
ERX1150218 710
ERX1150219 4441
ERX1150253 747
ERX1150254 156
ERX1150254 3214
ERX1150256 1305
ERX1150256 4441
ERX1150259 173
ERX1150293 4441
ERX1150294 4441
ERX1162552 1171
ERX1162552 1177
ERX1162552 4128
ERX1162553 4375
ERX1162553 835
ERX1162555 710
ERX1162555 835
ERX1162557 4441
ERX1162557 710
ERX1162560 245
ERX1162560 3833
ERX1162560 782
ERX1162561 1501
ERX1162561 2295
ERX1162562 710
ERX1162563 1183
ERX1162563 3672
ERX1162564 305
ERX1162565 305
ERX1162566 4506
ERX1162566 710
ERX1162567 305
ERX1162567 760
ERX1162568 1313
ERX1162569 710
ERX1162570 747
ERX1162571 710
ERX1162572 305
ERX1162574 2151
ERX1162574 2793
ERX1162574 747
ERX1162575 305
ERX1162576 4442
ERX1162576 747
ERX1162577 305
ERX1162578 1285
ERX1162578 4506
ERX1162578 710
ERX1162579 4456
